BT.20_SS331465_HG.U133_Plus_2_HCHP.182965_.CEL; BT20;Coucouerror; Krupp13; BL2; 0.234; 0.005; basL; basL; NA; ; 
BT.20_SS331466_HG.U133_Plus_2_HCHP.182966_.CEL; BT20;12; Krupp13; BL2; 0.241; 0.008; basL; basL; NA; ; 
