id,hugo,info,entrez,created_at,updated_at
1016,SSX2IP,,117178,,
1017,FHL2,,2274,,
1018,DAB2,,1601,,
1019,SEZ6,,124925,,
1020,RLIM,,51132,,
1021,KLK8,,11202,,
1022,UNG,,7374,,
1023,PPAP2B,,8613,,
1024,CCDC88C,,440193,,
1025,IRF1,,3659,,
1026,FXR2,,9513,,
1027,ZYX,,7791,,
1028,BTG1,,694,,
1029,PTMS,,5763,,
1030,ELMOD3,,84173,,
1031,MAP2K3,,5606,,
1032,LPIN1,,23175,,
1033,SLC22A12,,116085,,
1034,SYT17,,51760,,
1035,TESC,,54997,,
1036,FBXO32,,114907,,
1037,TFRC,,7037,,
1038,CD5,,921,,
1039,ASCC3,,10973,,
1040,VEGFC,,7424,,
1041,LAP3,,51056,,
1042,SLC3A2,,6520,,
1043,EBLN2,,55096,,
1044,ENPP2,,5168,,
1045,KRTAP3-1,,83896,,
1046,SLC7A2,,6542,,
1047,PPARGC1A,,10891,,
1048,DIO1,,1733,,
1049,APOL3,,80833,,
1050,RHOH,,399,,
1051,GLYAT,,10249,,
1052,CYFIP2,,26999,,
1053,EFNB2,,1948,,
1054,GCLM,,2730,,
1055,RPL37A,,6168,,
1056,CD83,,9308,,
1057,ADCK3,,56997,,
1058,NOL12,,79159,,
1059,IMP5,,162540,,
1060,PRSS12,,8492,,
1061,APOD,,347,,
1062,RWDD2B,,10069,,
1063,ATF4,,468,,
1064,IFIH1,,64135,,
1065,AOX1,,316,,
1066,ALDH1A3,,220,,
1067,ID2,,3398,,
1068,TSPAN12,,23554,,
1069,CD5L,,922,,
1070,FNDC4,,64838,,
1071,SLC2A6,,11182,,
1072,ASPN,,54829,,
1073,APLP1,,333,,
1074,SCTR,,6344,,
1075,ARRB2,,409,,
1076,SOX10,,6663,,
1077,SLC26A10,,65012,,
1078,ZRSR1,,7310,,
1079,LGALS9,,3965,,
1080,FAM169A,,26049,,
1081,SP140,,11262,,
1082,HES7,,84667,,
1083,OR51B6,,390058,,
1084,EVI2B,,2124,,
1085,BCHE,,590,,
1086,AKR1C3,,8644,,
1087,CST7,,8530,,
1088,MDK,,4192,,
1089,GAP43,,2596,,
1090,NAGLU,,4669,,
1091,APOM,,55937,,
1092,ANXA1,,301,,
1093,POU3F1,,5453,,
1094,HPX,,3263,,
1095,CTH,,1491,,
1096,CDH10,,1008,,
1097,GFPT2,,9945,,
1098,API5,,8539,,
1099,FJX1,,24147,,
1100,TNFAIP6,,7130,,
1101,RFTN1,,23180,,
1102,HSPA12A,,259217,,
1103,ARSD,,414,,
1104,MYH10,,4628,,
1105,STRA13,,201254,,
1106,TUBB6,,84617,,
1107,PDE6H,,5149,,
1108,SLC24A1,,9187,,
1109,QSOX1,,5768,,
1110,ADA,,100,,
1111,NFE2L1,,4779,,
1112,FSTL1,,11167,,
1113,FAM64A,,54478,,
1114,ABCD2,,225,,
1115,DEFB1,,1672,,
1116,DMRTA1,,63951,,
1117,GPNMB,,10457,,
1118,TCN1,,6947,,
1119,EGR3,,1960,,
1120,MAB21L2,,10586,,
1121,FOSB,,2354,,
1122,TRIB1,,10221,,
1123,CLEC2B,,9976,,
1124,MXRA5,,25878,,
1125,RNF19B,,127544,,
1126,CITED2,,10370,,
1127,RNASE4,,6038,,
1128,DDB2,,1643,,
1129,C20orf20,,55257,,
1130,S100A14,,57402,,
1131,MNDA,,4332,,
1132,SH2D3A,,10045,,
1133,GNG11,,2791,,
1134,FAM164C,,79696,,
1135,NPHS1,,4868,,
1136,INHBA,,3624,,
1137,ADAM10,,102,,
1138,DNMT3B,,1789,,
1139,PLEKHJ1,,55111,,
1140,ARL4C,,10123,,
1141,TRIM29,,23650,,
1142,CENPF,,1063,,
1143,PLGLA,,285189,,
1144,PCDHB12,,56124,,
1145,G0S2,,50486,,
1146,EPHX2,,2053,,
1147,IL1R2,,7850,,
1148,IFI44L,,10964,,
1149,SNAP91,,9892,,
1150,CALML5,,51806,,
1151,NAV3,,89795,,
1152,ITGB2,,3689,,
1153,GDPD3,,79153,,
1154,ANO1,,55107,,
1155,IGJ,,3512,,
1156,HMGCS1,,3157,,
1157,DNA2,,1763,,
1158,TAF15,,8148,,
1159,FIP1L1,,81608,,
1160,MEF2A,,4205,,
1161,FAM60A,,58516,,
1162,TRPM2,,7226,,
1163,TICAM1,,148022,,
1164,OLR1,,4973,,
1165,FN1,,2335,,
1166,YLPM1,,56252,,
1167,PLOD1,,5351,,
1168,TFCP2,,7024,,
1169,SULF1,,23213,,
1170,SVEP1,,79987,,
1171,GMNN,,51053,,
1172,CD248,,57124,,
1173,NFIL3,,4783,,
1174,TMEM40,,55287,,
1175,SNHG11,,128439,,
1176,UROS,,7390,,
1177,RUNX1,,861,,
1178,NAT6,,24142,,
1179,DEFA5,,1670,,
1180,CSTA,,1475,,
1181,ERAP2,,64167,,
1182,RAMP3,,10268,,
1183,ISLR,,3671,,
1184,LIM2,,3982,,
1185,AGPAT3,,56894,,
1186,TNFRSF9,,3604,,
1187,UTS2,,10911,,
1188,DUSP8,,1850,,
1189,IFI16,,3428,,
1190,ZNF44,,51710,,
1191,ARHGEF18,,23370,,
1192,BYSL,,705,,
1193,ABHD15,,116236,,
1194,ARNTL,,406,,
1195,PRR3,,80742,,
1196,CLDN9,,9080,,
1197,AGTR2,,186,,
1198,TSC22D1,,8848,,
1199,BLCAP,,10904,,
1200,LGALS1,,3956,,
1201,SERPINA1,,5265,,
1202,SGCE,,8910,,
1203,BMI1,,648,,
1204,BTBD2,,55643,,
1205,ZNF226,,7769,,
1206,ATXN8OS,,6315,,
1207,MCAT,,27349,,
1208,B3GALT5,,10317,,
1209,RAB40C,,57799,,
1210,TLX3,,30012,,
1211,CCDC82,,79780,,
1212,S100A1,,6271,,
1213,DUOXA2,,405753,,
1214,LIX1,,167410,,
1215,S1PR1,,1901,,
1216,ATF3,,467,,
1217,LINC00339,,29092,,
1218,TCIRG1,,10312,,
1219,C1orf105,,92346,,
1220,TFEB,,7942,,
1221,GIMAP3P,,474345,,
1222,FGF17,,8822,,
1223,ANXA5,,308,,
1224,LTF,,4057,,
1225,TCN2,,6948,,
1226,GRM2,,2912,,
1227,VSTM4,,196740,,
1228,IDH1,,3417,,
1229,COL13A1,,1305,,
1230,GAL,,51083,,
1231,CCDC102B,,79839,,
1232,DAAM2,,23500,,
1233,MIOX,,55586,,
1234,TMEM11,,8834,,
1235,RXRG,,6258,,
1236,ARG2,,384,,
1237,MYOCD,,93649,,
1238,NXNL1,,115861,,
1239,GULOP,,2989,,
1240,SPOCK1,,6695,,
1241,ELOVL6,,79071,,
1242,SI,,6476,,
1243,GPCPD1,,56261,,
1244,TWIST2,,117581,,
1245,TNFRSF19,,55504,,
1246,PQLC3,,130814,,
1247,LPHN2,,23266,,
1248,CBS,,875,,
1249,NCF2,,4688,,
1250,RHOBTB1,,9886,,
1251,CDH3,,1001,,
1252,TBCC,,6903,,
1253,ENTPD7,,57089,,
1254,THPO,,7066,,
1255,KATNB1,,10300,,
1256,ARHGEF10,,9639,,
1257,MYO19,,80179,,
1258,SETDB1,,9869,,
1259,DUSP7,,1849,,
1260,OSTM1,,28962,,
1261,LAMC2,,3918,,
1262,GPAT2,,150763,,
1263,SCG2,,7857,,
1264,ZNF134,,7693,,
1265,EFCAB6,,64800,,
1266,LAMP3,,27074,,
1267,HCLS1,,3059,,
1268,UBE2W,,55284,,
1269,PCLO,,27445,,
1270,H2AFV,,94239,,
1271,LRPAP1,,4043,,
1272,ST8SIA2,,8128,,
1273,COL4A3,,1285,,
1274,C21orf96,,80215,,
1275,ABCB4,,5244,,
1276,DTNB,,1838,,
1277,NR1H4,,9971,,
1278,SGK2,,10110,,
1279,TPK1,,27010,,
1280,ELOVL5,,60481,,
1281,SLC22A1,,6580,,
1282,ANXA8,,653145,,
1283,CMA1,,1215,,
1284,GNL3,,26354,,
1285,SNX21,,90203,,
1286,C1orf174,,339448,,
1287,STK11,,6794,,
1288,FGFR2,,2263,,
1289,CXCL6,,6372,,
1290,RNASE6,,6039,,
1291,DNASE2,,1777,,
1292,NTF4,,4909,,
1293,WNT1,,7471,,
1294,ADAMTSL4,,54507,,
1295,UGDH,,7358,,
1296,IGDCC4,,57722,,
1297,TRIP13,,9319,,
1298,SFTPD,,6441,,
1299,SLCO3A1,,28232,,
1300,WIF1,,11197,,
1301,CDK1,,983,,
1302,TTLL3,,26140,,
1303,NUCB2,,4925,,
1304,GABBR2,,9568,,
1305,SMG6,,23293,,
1306,MYBL1,,4603,,
1307,QPCT,,25797,,
1308,SNAI2,,6591,,
1309,PPL,,5493,,
1310,C10orf116,,10974,,
1311,CD19,,930,,
1312,PXMP2,,5827,,
1313,CHRNB2,,1141,,
1314,SAG,,6295,,
1315,CHD1L,,9557,,
1316,MST1R,,4486,,
1317,FZD9,,8326,,
1318,RASSF2,,9770,,
1319,NR2F1,,7025,,
1320,NBPF10,,100132406,,
1321,ACTN4,,81,,
1322,LOC79015,,79015,,
1323,ZDHHC23,,254887,,
1324,KLF16,,83855,,
1325,NUDT4P1,,440672,,
1326,TPD52L1,,7164,,
1327,MS4A6D,,64234,,
1328,DNAJA1,,3301,,
1329,FGFR4,,2264,,
1330,KCTD3,,51133,,
1331,BLNK,,29760,,
1332,GJC2,,57165,,
1333,NDRG4,,65009,,
1334,IL15RA,,3601,,
1335,PPIEL,,728448,,
1336,SLC4A8,,9498,,
1337,RAPGEF1,,2889,,
1338,DENND1C,,79958,,
1339,LCN1,,3933,,
1340,GRPR,,2925,,
1341,PARM1,,25849,,
1342,LEAP2,,116842,,
1343,C11orf61,,79684,,
1344,TM6SF1,,53346,,
1345,ST6GALNAC2,,10610,,
1346,IL17A,,3605,,
1347,TGFBRAP1,,9392,,
1348,GABRB2,,2561,,
1349,HEY1,,23462,,
1350,SLC27A2,,11001,,
1351,GKN2,,200504,,
1352,DEPTOR,,64798,,
1353,SEMA4B,,10509,,
1354,FGF5,,2250,,
1355,SEMA3E,,9723,,
1356,CXCL11,,6373,,
1357,B3GAT1,,27087,,
1358,CRH,,1392,,
1359,TRIP11,,9321,,
1360,FBXL13,,222235,,
1361,PDE6A,,5145,,
1362,ARPC3,,10094,,
1363,PPAP2C,,8612,,
1364,CREB3L2,,64764,,
1365,TIPIN,,54962,,
1366,C4orf43,,55319,,
1367,RFC3,,5983,,
1368,PNRC2,,55629,,
1369,FARS2,,10667,,
1370,KIAA0319,,9856,,
1371,ERBB3,,2065,,
1372,FUT5,,2527,,
1373,CLDN16,,10686,,
1374,CEP41,,95681,,
1375,TMEM115,,11070,,
1376,LOC81691,,81691,,
1377,C6orf123,,26238,,
1378,CCNE1,,898,,
1379,HLX,,3142,,
1380,RFX1,,5989,,
1381,FLJ27352,,145788,,
1382,PDCD10,,11235,,
1383,C7orf10,,79783,,
1384,SLC29A2,,3177,,
1385,CECR1,,51816,,
1386,SDR16C5,,195814,,
1387,GZMA,,3001,,
1388,SLCO4C1,,353189,,
1389,GP1BA,,2811,,
1390,ZNF835,,90485,,
1391,ROBO3,,64221,,
1392,TSPAN5,,10098,,
1393,RB1,,5925,,
1394,GALE,,2582,,
1395,TEX10,,54881,,
1396,HRK,,8739,,
1397,CRIM1,,51232,,
1398,FLJ13769,,80079,,
1399,GPR15,,2838,,
1400,SYNDIG1,,79953,,
1401,P2RX1,,5023,,
1402,IL37,,27178,,
1403,CXCL10,,3627,,
1404,SCG3,,29106,,
1405,LGALS7,,3963,,
1406,MAGEA6,,4105,,
1407,FAM155B,,27112,,
1408,TSPAN8,,7103,,
1409,PLTP,,5360,,
1410,LIN37,,55957,,
1411,SAR1A,,56681,,
1412,POLD4,,57804,,
1413,ZFPM1,,161882,,
1414,POLA2,,23649,,
1415,SLC19A1,,6573,,
1416,ARL5A,,26225,,
1417,NCF1,,653361,,
1418,PTGIR,,5739,,
1419,IL6,,3569,,
1420,CCL23,,6368,,
1421,VASP,,7408,,
1422,APOC4,,346,,
1423,DDX17,,10521,,
1424,NOP16,,51491,,
1425,MCM3,,4172,,
1426,MTHFD1,,4522,,
1427,SMARCD3,,6604,,
1428,AK4,,205,,
1429,FOXI1,,2299,,
1430,POU2F3,,25833,,
1431,CCPG1,,9236,,
1432,TNNC2,,7125,,
1433,ZNF318,,24149,,
1434,PKP2,,5318,,
1435,DKFZP434A062,,26102,,
1436,PNMA2,,10687,,
1437,STAT5A,,6776,,
1438,GSTA4,,2941,,
1439,SEMA5B,,54437,,
1440,EPHA1,,2041,,
1441,RAB38,,23682,,
1442,SLA,,6503,,
1443,LCE2B,,26239,,
1444,MAK,,4117,,
1445,HGD,,3081,,
1446,CDH11,,1009,,
1447,OSBPL10,,114884,,
1448,KRTAP2-1,,81872,,
1449,SAMD11,,148398,,
1450,SSSCA1,,10534,,
1451,WT1-AS,,51352,,
1452,MST4,,51765,,
1453,LHX2,,9355,,
1454,CHST15,,51363,,
1455,RUVBL1,,8607,,
1456,ELF5,,2001,,
1457,S100A6,,6277,,
1458,LRIG1,,26018,,
1459,EPAS1,,2034,,
1460,BARX1,,56033,,
1461,CORO1A,,11151,,
1462,ATXN1,,6310,,
1463,NUPL1,,9818,,
1464,PEAK1,,79834,,
1465,FOLR3,,2352,,
1466,TRAC,,28755,,
1467,SERPINF2,,5345,,
1468,N4BP2L2,,10443,,
1469,TCF7L1,,83439,,
1470,IL1RL2,,8808,,
1471,KCNC1,,3746,,
1472,SEC1,,653677,,
1473,SPTBN4,,57731,,
1474,EVI2A,,2123,,
1475,MFAP4,,4239,,
1476,GMIP,,51291,,
1477,C1orf135,,79000,,
1478,ANKRD53,,79998,,
1479,KLF4,,9314,,
1480,C14orf37,,145407,,
1481,TUBB3,,10381,,
1482,CTSH,,1512,,
1483,MRAS,,22808,,
1484,ZMAT5,,55954,,
1485,PCOLCE,,5118,,
1486,APLNR,,187,,
1487,KIAA0509,,57242,,
1488,CCKAR,,886,,
1489,SLCO2A1,,6578,,
1490,AQP3,,360,,
1491,FMNL1,,752,,
1492,ZNF613,,79898,,
1493,CCDC70,,83446,,
1494,GRIN1,,2902,,
1495,FAS,,355,,
1496,KCNC2,,3747,,
1497,GFAP,,2670,,
1498,ANKRD33,,341405,,
1499,WWC1,,23286,,
1500,NR4A1,,3164,,
1501,MOXD1,,26002,,
1502,GNB1L,,54584,,
1503,BDH1,,622,,
1504,CDK2,,1017,,
1505,KIAA1161,,57462,,
1506,OGN,,4969,,
1507,NAPB,,63908,,
1508,UGT8,,7368,,
1509,PBK,,55872,,
1510,POM121L9P,,29774,,
1511,CNTN1,,1272,,
1512,FOSL1,,8061,,
1513,TNS3,,64759,,
1514,TNFRSF4,,7293,,
1515,MPDZ,,8777,,
1516,C1orf20,,116492,,
1517,KLF10,,7071,,
1518,LAS1L,,81887,,
1519,MBTPS1,,8720,,
1520,SSX3,,10214,,
1521,TUBB4A,,10382,,
1522,PRCC,,5546,,
1523,MYLK,,4638,,
1524,CSAG2,,728461,,
1525,SLC25A5,,292,,
1526,FCGR2B,,2213,,
1527,TFEC,,22797,,
1528,DAPP1,,27071,,
1529,BACE2,,25825,,
1530,LOC285758,,285758,,
1531,PROM1,,8842,,
1532,FKBP6,,8468,,
1533,S100A8,,6279,,
1534,DUSP22,,56940,,
1535,FCHO1,,23149,,
1536,NQO1,,1728,,
1537,CTGF,,1490,,
1538,MLL,,4297,,
1539,LBX1,,10660,,
1540,KRT38,,8687,,
1541,PDE6B,,5158,,
1542,TAGLN3,,29114,,
1543,ENTPD5,,957,,
1544,IL23A,,51561,,
1545,AK5,,26289,,
1546,MMP17,,4326,,
1547,CRIP1,,1396,,
1548,RNF10,,9921,,
1549,HES6,,55502,,
1550,CLN6,,54982,,
1551,IRS1,,3667,,
1552,CCR2,,729230,,
1553,KIFC1,,3833,,
1554,FMO1,,2326,,
1555,FTSJ3,,117246,,
1556,IL12RB1,,3594,,
1557,ALOX15,,246,,
1558,NKX3-1,,4824,,
1559,LOR,,4014,,
1560,EPHA2,,1969,,
1561,LRIG2,,9860,,
1562,TOP1,,7150,,
1563,STARD4,,134429,,
1564,GINS2,,51659,,
1565,CAV2,,858,,
1566,SASH1,,23328,,
1567,HSPA1A,,3303,,
1568,PFKP,,5214,,
1569,ACE,,1636,,
1570,CHRNA1,,1134,,
1571,C5orf42,,65250,,
1572,MSX2,,4488,,
1573,C22orf46,,79640,,
1574,C1orf222,,339457,,
1575,CRLF1,,9244,,
1576,PRKCD,,5580,,
1577,ADORA2B,,136,,
1578,ABCA1,,19,,
1579,NBL1,,4681,,
1580,ICAM5,,7087,,
1581,CFD,,1675,,
1582,FMO5,,2330,,
1583,LSR,,51599,,
1584,RIF1,,55183,,
1585,PALMD,,54873,,
1586,P2RX5,,5026,,
1587,LOC653605,,653605,,
1588,HOXA5,,3202,,
1589,AARS,,16,,
1590,PMP22,,5376,,
1591,CAPN6,,827,,
1592,MYL3,,4634,,
1593,ADAMTS7,,11173,,
1594,FBXO17,,115290,,
1595,C21orf7,,56911,,
1596,CACNA2D2,,9254,,
1597,RUNX3,,864,,
1598,VAMP3,,9341,,
1599,USP9Y,,8287,,
1600,CD53,,963,,
1601,APOBEC1,,339,,
1602,WDR5,,11091,,
1603,ACOT12,,134526,,
1604,MIS18BP1,,55320,,
1605,CYTL1,,54360,,
1606,WIPF1,,7456,,
1607,TRIB2,,28951,,
1608,PTPRG,,5793,,
1609,CYP2B7P1,,1556,,
1610,SESN3,,143686,,
1611,NXF1,,10482,,
1612,LAMA1,,284217,,
1613,SYT8,,90019,,
1614,EOMES,,8320,,
1615,STUB1,,10273,,
1616,NTRK1,,4914,,
1617,PAPPA,,5069,,
1618,FLJ42627,,645644,,
1619,LECT1,,11061,,
1620,ST8SIA3,,51046,,
1621,IFNA6,,3443,,
1622,ABCB9,,23457,,
1623,PPEF2,,5470,,
1624,UBA7,,7318,,
1625,HAUS7,,55559,,
1626,RERG,,85004,,
1627,RASGRF2,,5924,,
1628,IL33,,90865,,
1629,THRA,,7067,,
1630,PMM2,,5373,,
1631,MAD2L1,,4085,,
1632,GPR126,,57211,,
1633,GABRA5,,2558,,
1634,FA2H,,79152,,
1635,ADD2,,119,,
1636,CELA2A,,63036,,
1637,ZNF571,,51276,,
1638,CD160,,11126,,
1639,IL13,,3596,,
1640,POU1F1,,5449,,
1641,LILRB4,,11006,,
1642,POLG2,,11232,,
1643,SLC39A7,,7922,,
1644,FGF6,,2251,,
1645,SGK1,,6446,,
1646,LOC285281,,285281,,
1647,TEAD1,,7003,,
1648,SLC43A3,,29015,,
1649,WISP2,,8839,,
1650,ALOX12,,239,,
1651,ZMAT3,,64393,,
1652,C1orf116,,79098,,
1653,SPIN4,,139886,,
1654,GPM6A,,2823,,
1655,LOC645919,,645919,,
1656,PKIB,,5570,,
1657,BTG2,,7832,,
1658,HOXC11,,3227,,
1659,DLX5,,1749,,
1660,FBN2,,2201,,
1661,BBS9,,27241,,
1662,PSRC1,,84722,,
1663,CYR61,,3491,,
1664,RFX3,,5991,,
1665,IGF2-AS,,51214,,
1666,DOCK4,,9732,,
1667,KRT34,,3885,,
1668,ESM1,,11082,,
1669,AADAC,,13,,
1670,SORL1,,6653,,
1671,CXCL14,,9547,,
1672,KIF5C,,3800,,
1673,LUM,,4060,,
1674,MMP11,,4320,,
1675,ERN2,,10595,,
1676,FOXF2,,2295,,
1677,ZBTB16,,7704,,
1678,LIMA1,,51474,,
1679,CYBA,,1535,,
1680,HSD17B11,,51170,,
1681,VAV1,,7409,,
1682,KIF4A,,24137,,
1683,RAB34,,83871,,
1684,AURKB,,9212,,
1685,VENTXP7,,391518,,
1686,MPO,,4353,,
1687,PIK3R1,,5295,,
1688,CENPB,,1059,,
1689,DHRS3,,9249,,
1690,SMTN,,6525,,
1691,FADS1,,3992,,
1692,SERPINB7,,8710,,
1693,IL17RC,,84818,,
1694,GDE1,,51573,,
1695,CDKN2B,,1030,,
1696,PPP1R3C,,5507,,
1697,MCM6,,4175,,
1698,PKLR,,5313,,
1699,SCAF11,,9169,,
1700,NEK7,,140609,,
1701,SPINK2,,6691,,
1702,RALY,,22913,,
1703,FLT4,,2324,,
1704,TMPRSS2,,7113,,
1705,PPP1R1A,,5502,,
1706,SH2D2A,,9047,,
1707,XCR1,,2829,,
1708,ZNF208,,7757,,
1709,TIAM2,,26230,,
1710,GPSM2,,29899,,
1711,CLEC1A,,51267,,
1712,TBX5,,6910,,
1713,ZNF286A,,57335,,
1714,ELOVL2,,54898,,
1715,LOXL1,,4016,,
1716,PRKDC,,5591,,
1717,STXBP2,,6813,,
1718,GLRX5,,51218,,
1719,RGS5,,8490,,
1720,CD68,,968,,
1721,CELF2,,10659,,
1722,HSPA5,,3309,,
1723,HERC6,,55008,,
1724,MEF2C,,4208,,
1725,HPGD,,3248,,
1726,LOC284244,,284244,,
1727,DNMT3L,,29947,,
1728,ABCB8,,11194,,
1729,TMEM187,,8269,,
1730,PKIA,,5569,,
1731,PDE4B,,5142,,
1732,MSH5,,4439,,
1733,RNF122,,79845,,
1734,GPR144,,347088,,
1735,HTR3B,,9177,,
1736,DDX6,,1656,,
1737,DLX1,,1745,,
1738,FBLN5,,10516,,
1739,FES,,2242,,
1740,BUD31,,8896,,
1741,CPB2,,1361,,
1742,CRIP2,,1397,,
1743,CUBN,,8029,,
1744,TREM1,,54210,,
1745,TEK,,7010,,
1746,DYNLT3,,6990,,
1747,LTBP4,,8425,,
1748,TNR,,7143,,
1749,MIA,,8190,,
1750,KCNH2,,3757,,
1751,ITPRIP,,85450,,
1752,CARTPT,,9607,,
1753,GUCA1B,,2979,,
1754,CHRNB4,,1143,,
1755,EN2,,2020,,
1756,ZSCAN22,,342945,,
1757,EFTUD1,,79631,,
1758,CDC25B,,994,,
1759,C3orf70,,285382,,
1760,C11orf31,,280636,,
1761,CYP4F11,,57834,,
1762,OMD,,4958,,
1763,SERINC5,,256987,,
1764,B3GALNT1,,8706,,
1765,SEC14L2,,23541,,
1766,GADD45B,,4616,,
1767,TNNI3,,7137,,
1768,BCL10,,8915,,
1769,PTGDS,,5730,,
1770,PRSS1,,5644,,
1771,MPPED2,,744,,
1772,THNSL1,,79896,,
1773,RHOQ,,23433,,
1774,C2CD2,,25966,,
1775,DDX54,,79039,,
1776,LAD1,,3898,,
1777,LOC644480,,644480,,
1778,PRAM1,,84106,,
1779,TNFSF15,,9966,,
1780,PPP1R17,,10842,,
1781,IL1B,,3553,,
1782,RPL23AP53,,644128,,
1783,PSPH,,5723,,
1784,TLR2,,7097,,
1785,ZNF395,,55893,,
1786,TUBA1A,,7846,,
1787,TOR1A,,1861,,
1788,APPBP2,,10513,,
1789,FZD7,,8324,,
1790,CSAD,,51380,,
1791,SPRR2B,,6701,,
1792,SPTBN2,,6712,,
1793,DTX2,,113878,,
1794,THRB,,7068,,
1795,METTL7A,,25840,,
1796,LMO1,,4004,,
1797,RAB25,,57111,,
1798,TMEM22,,80723,,
1799,QRICH2,,84074,,
1800,YBX1,,4904,,
1801,FGF19,,9965,,
1802,BOK,,666,,
1803,GULP1,,51454,,
1804,TYMS,,7298,,
1805,MLLT1,,4298,,
1806,COX7B,,1349,,
1807,MUC3A,,4584,,
1808,P2RX7,,5027,,
1809,CXCL3,,2921,,
1810,HSD17B10,,3028,,
1811,PDCD2,,5134,,
1812,ALDH1A1,,216,,
1813,STC1,,6781,,
1814,CHL1,,10752,,
1815,HAT1,,8520,,
1816,STEAP1,,26872,,
1817,PLK2,,10769,,
1818,NR1D1,,9572,,
1819,ALDOC,,230,,
1820,GYPC,,2995,,
1821,ROR1,,4919,,
1822,KIF22,,3835,,
1823,OR7E24,,26648,,
1824,SLC27A6,,28965,,
1825,IGFBP5,,3488,,
1826,FANCF,,2188,,
1827,GNA14,,9630,,
1828,PCP2,,126006,,
1829,MAZ,,4150,,
1830,STK17B,,9262,,
1831,COL9A3,,1299,,
1832,PBX2,,5089,,
1833,WNT2,,7472,,
1834,PTPRM,,5797,,
1835,SLC16A2,,6567,,
1836,STARD13,,90627,,
1837,RPS6KA1,,6195,,
1838,BCO2,,83875,,
1839,RRAGD,,58528,,
1840,SLC25A26,,115286,,
1841,TOX3,,27324,,
1842,KRT18,,3875,,
1843,MYH1,,4619,,
1844,USP36,,57602,,
1845,CEBPG,,1054,,
1846,IRF7,,3665,,
1847,CHST11,,50515,,
1848,ANKRD6,,22881,,
1849,CCNT1,,904,,
1850,ONECUT2,,9480,,
1851,CSPG4,,1464,,
1852,THBS2,,7058,,
1853,NGB,,58157,,
1854,HOXA10,,3206,,
1855,RARA,,5914,,
1856,OR2B6,,26212,,
1857,GATAD2A,,54815,,
1858,HMGA2,,8091,,
1859,CLMN,,79789,,
1860,SMPDL3B,,27293,,
1861,LARP7,,51574,,
1862,ENPP3,,5169,,
1863,ANKRD36B,,57730,,
1864,CLIC4,,25932,,
1865,CEBPA,,1050,,
1866,LOC647835,,647835,,
1867,NUDT11,,55190,,
1868,NPC1L1,,29881,,
1869,CRELD1,,78987,,
1870,ERAS,,3266,,
1871,NRK,,203447,,
1872,ARHGAP27,,201176,,
1873,MAEA,,10296,,
1874,PLEKHA4,,57664,,
1875,STON1,,11037,,
1876,TAS2R10,,50839,,
1877,ALOX5AP,,241,,
1878,PPFIA4,,8497,,
1879,ZNF230,,7773,,
1880,CWC22,,57703,,
1881,PFDN2,,5202,,
1882,SERPING1,,710,,
1883,REEP6,,92840,,
1884,CDR2,,1039,,
1885,EIF4E,,1977,,
1886,FXYD6,,53826,,
1887,EIF3C,,8663,,
1888,SLC2A1,,6513,,
1889,SLC7A10,,56301,,
1890,CNN1,,1264,,
1891,RASL10A,,10633,,
1892,COL20A1,,57642,,
1893,LECT2,,3950,,
1894,VWF,,7450,,
1895,TAS2R9,,50835,,
1896,FBXL14,,144699,,
1897,FAM149B1,,317662,,
1898,NR2F2,,7026,,
1899,LIMD1,,8994,,
1900,FLOT1,,10211,,
1901,PSME3,,10197,,
1902,PDK1,,5163,,
1903,CLDN7,,1366,,
1904,RIN2,,54453,,
1905,NLRC3,,197358,,
1906,THBD,,7056,,
1907,HBA1,,3039,,
1908,CSN2,,1447,,
1909,SLMO2,,51012,,
1910,PRG1,,23574,,
1911,RPS6KB1,,6198,,
1912,RAD51AP1,,10635,,
1913,GNA15,,2769,,
1914,OXSR1,,9943,,
1915,DDAH1,,23576,,
1916,C15orf5,,81698,,
1917,CSN1S1,,1446,,
1918,PDE2A,,5138,,
1919,ALG1L2,,644974,,
1920,CLSTN2,,64084,,
1921,PROP1,,5626,,
1922,ATP1A2,,477,,
1923,SERPINB13,,5275,,
1924,CELA2B,,51032,,
1925,CNTFR,,1271,,
1926,CD79A,,973,,
1927,TRAF3IP2,,10758,,
1928,DHRS2,,10202,,
1929,SEPT9,,10801,,
1930,SGTA,,6449,,
1931,RALGDS,,5900,,
1932,PITPNM1,,9600,,
1933,CMAHP,,8418,,
1934,EGLN3,,112399,,
1935,DNAJC3,,5611,,
1936,RRM2,,6241,,
1937,EPHB4,,2050,,
1938,PPIP5K1,,9677,,
1939,UBE3A,,7337,,
1940,HSPG2,,3339,,
1941,LDB1,,8861,,
1942,FRMD6,,122786,,
1943,TMEM119,,338773,,
1944,MZT1,,440145,,
1945,PI16,,221476,,
1946,PHF1,,5252,,
1947,LOC730101,,730101,,
1948,CORO2B,,10391,,
1949,HR44,,27251,,
1950,AIM1,,202,,
1951,RALGPS2,,55103,,
1952,MAS1,,4142,,
1953,TCF21,,6943,,
1954,CST5,,1473,,
1955,COL4A4,,1286,,
1956,ITPKA,,3706,,
1957,BCL2L11,,10018,,
1958,GPA33,,10223,,
1959,IRF4,,3662,,
1960,PRPF38B,,55119,,
1961,KIAA1659,,85373,,
1962,ZNF483,,158399,,
1963,ECE2,,9718,,
1964,ZBED2,,79413,,
