GLI1_UP.V1_DN,22818
GLI1_UP.V1_DN,143384
GLI1_UP.V1_DN,140711
GLI1_UP.V1_DN,57583
GLI1_UP.V1_DN,81669
GLI1_UP.V1_DN,54432
GLI1_UP.V1_DN,79712
GLI1_UP.V1_DN,23596
GLI1_UP.V1_DN,91543
GLI1_UP.V1_DN,6580
GLI1_UP.V1_DN,55957
GLI1_UP.V1_DN,9921
GLI1_UP.V1_DN,861
GLI1_UP.V1_DN,84074
GLI1_UP.V1_DN,10801
GLI1_UP.V1_DN,10109
GLI1_UP.V1_DN,23607
GLI1_UP.V1_DN,23305
GLI1_UP.V1_DN,10771
GLI1_UP.V1_DN,56987
GLI1_UP.V1_DN,80021
GLI1_UP.V1_DN,2348
GLI1_UP.V1_DN,387521
GLI1_UP.V1_DN,51645
GLI1_UP.V1_DN,1551
GLI1_UP.V1_DN,140606
GLI1_UP.V1_DN,23344
GLI1_UP.V1_DN,118663
GLI1_UP.V1_DN,92521
GLI1_UP.V1_UP,3489
GLI1_UP.V1_UP,3119
GLI1_UP.V1_UP,894
GLI1_UP.V1_UP,5745
GLI1_UP.V1_UP,51060
GLI1_UP.V1_UP,4074
GLI1_UP.V1_UP,9374
GLI1_UP.V1_UP,6780
GLI1_UP.V1_UP,3512
GLI1_UP.V1_UP,29766
GLI1_UP.V1_UP,56681
GLI1_UP.V1_UP,5362
GLI1_UP.V1_UP,7704
GLI1_UP.V1_UP,4904
GLI1_UP.V1_UP,6449
GLI1_UP.V1_UP,55790
GLI1_UP.V1_UP,7465
GLI1_UP.V1_UP,373
GLI1_UP.V1_UP,23275
GLI1_UP.V1_UP,89927
GLI1_UP.V1_UP,80173
GLI1_UP.V1_UP,23683
GLI1_UP.V1_UP,403313
GLI1_UP.V1_UP,55527
GLI1_UP.V1_UP,4008
GLI1_UP.V1_UP,84310
GLI1_UP.V1_UP,124245
E2F1_UP.V1_DN,7041
E2F1_UP.V1_DN,6374
E2F1_UP.V1_DN,5460
E2F1_UP.V1_DN,140700
E2F1_UP.V1_DN,10365
E2F1_UP.V1_DN,6778
E2F1_UP.V1_DN,955
E2F1_UP.V1_DN,1462
E2F1_UP.V1_DN,3157
E2F1_UP.V1_DN,653145
E2F1_UP.V1_DN,57804
E2F1_UP.V1_DN,55502
E2F1_UP.V1_DN,51474
E2F1_UP.V1_DN,9965
E2F1_UP.V1_DN,5900
E2F1_UP.V1_DN,6619
E2F1_UP.V1_DN,90410
E2F1_UP.V1_DN,60370
E2F1_UP.V1_DN,12
E2F1_UP.V1_DN,26056
E2F1_UP.V1_DN,9173
E2F1_UP.V1_DN,1435
E2F1_UP.V1_DN,80149
E2F1_UP.V1_DN,218
E2F1_UP.V1_DN,9510
E2F1_UP.V1_DN,5156
E2F1_UP.V1_DN,7043
E2F1_UP.V1_DN,7148
E2F1_UP.V1_DN,11346
E2F1_UP.V1_DN,6535
E2F1_UP.V1_DN,51274
E2F1_UP.V1_DN,160760
E2F1_UP.V1_DN,2919
E2F1_UP.V1_DN,212
E2F1_UP.V1_DN,355
E2F1_UP.V1_DN,9522
E2F1_UP.V1_DN,3983
E2F1_UP.V1_DN,337988
E2F1_UP.V1_DN,57007
E2F1_UP.V1_DN,54996
E2F1_UP.V1_DN,57035
E2F1_UP.V1_DN,1879
E2F1_UP.V1_DN,5327
E2F1_UP.V1_DN,6347
E2F1_UP.V1_DN,901
E2F1_UP.V1_DN,29950
E2F1_UP.V1_DN,2152
E2F1_UP.V1_DN,10758
E2F1_UP.V1_DN,1545
E2F1_UP.V1_DN,51129
E2F1_UP.V1_DN,5997
E2F1_UP.V1_DN,6505
E2F1_UP.V1_DN,11311
E2F1_UP.V1_DN,10869
E2F1_UP.V1_DN,7494
E2F1_UP.V1_DN,10484
E2F1_UP.V1_DN,3991
E2F1_UP.V1_DN,343
E2F1_UP.V1_DN,113878
E2F1_UP.V1_DN,604
E2F1_UP.V1_DN,56925
E2F1_UP.V1_DN,84947
E2F1_UP.V1_DN,1796
E2F1_UP.V1_DN,23149
E2F1_UP.V1_DN,5226
E2F1_UP.V1_DN,26018
E2F1_UP.V1_DN,253558
E2F1_UP.V1_DN,8703
E2F1_UP.V1_DN,3929
E2F1_UP.V1_DN,1281
E2F1_UP.V1_DN,115825
E2F1_UP.V1_DN,5743
E2F1_UP.V1_DN,23129
E2F1_UP.V1_DN,54882
E2F1_UP.V1_DN,3433
E2F1_UP.V1_DN,51399
E2F1_UP.V1_DN,27175
E2F1_UP.V1_DN,5310
E2F1_UP.V1_DN,54518
E2F1_UP.V1_DN,23195
E2F1_UP.V1_DN,6590
E2F1_UP.V1_DN,1945
E2F1_UP.V1_DN,6484
E2F1_UP.V1_DN,57224
E2F1_UP.V1_DN,3606
E2F1_UP.V1_DN,3957
E2F1_UP.V1_DN,9213
E2F1_UP.V1_DN,216
E2F1_UP.V1_DN,790955
E2F1_UP.V1_DN,718
E2F1_UP.V1_DN,349633
E2F1_UP.V1_DN,5530
E2F1_UP.V1_DN,104
E2F1_UP.V1_DN,57761
E2F1_UP.V1_DN,9659
E2F1_UP.V1_DN,7253
E2F1_UP.V1_DN,272
E2F1_UP.V1_DN,2241
E2F1_UP.V1_DN,301
E2F1_UP.V1_DN,2040
E2F1_UP.V1_DN,153222
E2F1_UP.V1_DN,3709
E2F1_UP.V1_DN,147912
E2F1_UP.V1_DN,65009
E2F1_UP.V1_DN,1647
E2F1_UP.V1_DN,961
E2F1_UP.V1_DN,10010
E2F1_UP.V1_DN,90933
